epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.23420797288417816,0.0010000000474974513,2.590352773666382,0.14494162797927856,3.6753857135772705
1,0.2973760962486267,0.0010000000474974513,2.2580063343048096,0.25194552540779114,2.647001028060913
2,0.3362487852573395,0.0010000000474974513,2.1301496028900146,0.23832684755325317,2.957580804824829
3,0.3657272458076477,0.0010000000474974513,2.0459468364715576,0.1498054414987564,4.4919633865356445
4,0.3718820810317993,0.0010000000474974513,1.982530117034912,0.35505837202072144,2.0206668376922607
5,0.3884029686450958,0.0010000000474974513,1.9128895998001099,0.21498054265975952,2.813749074935913
6,0.4207969009876251,0.0010000000474974513,1.819282054901123,0.24805447459220886,2.3529858589172363
7,0.44541627168655396,0.0010000000474974513,1.7404561042785645,0.2840466797351837,2.211014747619629
8,0.46744412183761597,0.0003000000142492354,1.67044198513031,0.2684824764728546,2.0843684673309326
9,0.500485897064209,0.0003000000142492354,1.5888937711715698,0.5321011543273926,1.4755728244781494
10,0.5202462077140808,0.0003000000142492354,1.5339924097061157,0.46108949184417725,1.6387956142425537
11,0.5322319269180298,0.0003000000142492354,1.4882656335830688,0.551556408405304,1.466382384300232
12,0.5455134510993958,0.0003000000142492354,1.454560399055481,0.5807393193244934,1.4022068977355957
13,0.5636540055274963,0.0003000000142492354,1.4096288681030273,0.5077821016311646,1.551598072052002
14,0.5759637355804443,0.0003000000142492354,1.3703194856643677,0.5817120671272278,1.357085108757019
15,0.5944282412528992,0.0003000000142492354,1.3339107036590576,0.49221789836883545,1.8485208749771118
16,0.6196954846382141,0.0003000000142492354,1.2688486576080322,0.6040856242179871,1.277235507965088
17,0.6183997392654419,0.0003000000142492354,1.235569953918457,0.46984437108039856,2.1898415088653564
18,0.6436669826507568,0.0003000000142492354,1.2036598920822144,0.6682879328727722,1.1442434787750244
19,0.6543569564819336,0.0003000000142492354,1.1284488439559937,0.542801558971405,1.5087065696716309
20,0.6951733231544495,0.0003000000142492354,1.0797452926635742,0.5145914554595947,1.7444896697998047
21,0.7006802558898926,0.0003000000142492354,1.0247058868408203,0.7208171486854553,0.9513513445854187
22,0.7103984355926514,0.0003000000142492354,1.007912516593933,0.6235408782958984,1.2271997928619385
23,0.7246517539024353,0.0003000000142492354,0.9704399108886719,0.6692606806755066,1.1380903720855713
24,0.7359896302223206,0.0003000000142492354,0.916251540184021,0.7266536951065063,0.9109165072441101
25,0.7495951056480408,0.0003000000142492354,0.8970994353294373,0.6527237296104431,1.1697369813919067
26,0.7777777910232544,0.0003000000142492354,0.8429189324378967,0.6819066405296326,1.103485345840454
27,0.7800453305244446,0.0003000000142492354,0.8259779810905457,0.7752918004989624,0.8648619055747986
28,0.7936508059501648,0.0003000000142492354,0.7592321038246155,0.6342412233352661,1.2317047119140625
29,0.8023971319198608,0.0003000000142492354,0.7400928735733032,0.7178988456726074,1.0123000144958496
30,0.820213794708252,0.0003000000142492354,0.7035724520683289,0.8025291562080383,0.7729910016059875
31,0.8231292366981506,0.0003000000142492354,0.6775366067886353,0.8278210163116455,0.677453875541687
32,0.841269850730896,0.0003000000142492354,0.6151902079582214,0.8083657622337341,0.687075674533844
33,0.8490443825721741,0.0003000000142492354,0.5928337574005127,0.811284065246582,0.6953108906745911
34,0.8571428656578064,0.0003000000142492354,0.5852783918380737,0.6303501725196838,1.368484616279602
35,0.8969873785972595,9.000000136438757e-05,0.48722517490386963,0.8881322741508484,0.5015395283699036
36,0.9109167456626892,9.000000136438757e-05,0.4353279769420624,0.9027237296104431,0.4522029757499695
37,0.9193391799926758,9.000000136438757e-05,0.41037631034851074,0.9066147804260254,0.42313864827156067
38,0.9329445958137512,9.000000136438757e-05,0.3764345943927765,0.9231517314910889,0.415170818567276
39,0.9297052025794983,9.000000136438757e-05,0.38585686683654785,0.924124538898468,0.42099764943122864
40,0.9394233822822571,9.000000136438757e-05,0.3613024353981018,0.9163424372673035,0.4292544424533844
41,0.9384515881538391,9.000000136438757e-05,0.3685050904750824,0.9552529454231262,0.3330795168876648
42,0.9413670301437378,9.000000136438757e-05,0.3517472445964813,0.9319066405296326,0.3993151783943176
43,0.9462261199951172,9.000000136438757e-05,0.33654630184173584,0.9426069855690002,0.3512771427631378
44,0.9523809552192688,9.000000136438757e-05,0.325799822807312,0.9367704391479492,0.3760823607444763
45,0.9572400450706482,2.700000004551839e-05,0.31606027483940125,0.9377431869506836,0.35589927434921265
46,0.9585357904434204,2.700000004551839e-05,0.30316346883773804,0.9474708437919617,0.33729371428489685
47,0.9585357904434204,2.700000004551839e-05,0.30223724246025085,0.9445525407791138,0.3446657061576843
48,0.9627469778060913,8.099999831756577e-06,0.29534655809402466,0.9464980363845825,0.33318930864334106
